ARREST_KEY,ARREST_DATE,PD_CD,PD_DESC,KY_CD,OFNS_DESC,LAW_CODE,LAW_CAT_CD,ARREST_BORO,ARREST_PRECINCT,JURISDICTION_CODE,AGE_GROUP,PERP_SEX,PERP_RACE,X_COORD_CD,Y_COORD_CD,Latitude,Longitude
172508705,12/11/2017,567,"MARIJUANA, POSSESSION 4 & 5",235,DANGEROUS DRUGS,PL 2211001,M,M,34,0,18-24,M,WHITE HISPANIC,1005596,254339,40.864758883,-73.92282738
172508699,12/11/2017,969,"TRAFFIC,UNCLASSIFIED INFRACTION",881,OTHER TRAFFIC INFRACTION,VTL051101A,V,K,71,0,65+,M,BLACK,998767,179845,40.660305998,-73.947677719
172507379,12/11/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,115,0,45-64,F,WHITE HISPANIC,1018623,214936,40.756567585,-73.875931534
172506099,12/11/2017,969,"TRAFFIC,UNCLASSIFIED INFRACTION",881,OTHER TRAFFIC INFRACTION,VTL037502A,V,K,77,0,18-24,M,BLACK,1003789,183568,40.670515149,-73.929566108
172493116,12/11/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,83,2,25-44,M,BLACK,1002989,195120,40.702224469,-73.932417867
172493080,12/11/2017,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,B,46,0,25-44,M,BLACK HISPANIC,1011165,246976,40.844534429,-73.902722859
172493049,12/11/2017,397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,ROBBERY,PL 1600500,F,B,48,0,25-44,M,BLACK HISPANIC,1011811,246833,40.844139945,-73.900388618
172493140,12/11/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,75,0,45-64,M,BLACK,1020930,185590,40.676010657,-73.867764291
172478709,12/11/2017,969,"TRAFFIC,UNCLASSIFIED INFRACTION",881,OTHER TRAFFIC INFRACTION,VTL051101A,V,Q,111,0,45-64,M,WHITE,1051156,216984,40.762002479,-73.7584832
172478705,12/11/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,K,77,0,25-44,M,BLACK,1001053,183109,40.669260911,-73.939430143
172476555,12/11/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,M,18,0,25-44,M,BLACK HISPANIC,986538,216970,40.762216908,-73.991742178
172504698,12/11/2017,569,"MARIJUANA, SALE 4 & 5",235,DANGEROUS DRUGS,PL 2214000,M,K,72,0,18-24,M,WHITE HISPANIC,982598,175834,40.649308423,-74.005954776
172493190,12/11/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,114,0,25-44,M,WHITE,1007694,219657,40.769561242,-73.915363447
172508940,12/11/2017,508,"DRUG PARAPHERNALIA,   POSSESSES OR SELLS 2",235,DANGEROUS DRUGS,PL 2205002,M,M,17,97,45-64,F,BLACK,992029,213332,40.7522284,-73.971924858
172508731,12/11/2017,511,"CONTROLLED SUBSTANCE, POSSESSION 7",235,DANGEROUS DRUGS,PL 2200300,M,K,75,0,25-44,M,BLACK,1018512,184176,40.672139237,-73.876488736
172508729,12/11/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,K,75,0,25-44,F,BLACK HISPANIC,1020754,176733,40.651700904,-73.868446751
172475259,12/11/2017,439,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109,GRAND LARCENY,PL 1553001,F,B,45,0,<18,F,WHITE HISPANIC,1033597,255731,40.868467378,-73.821582846
172493162,12/11/2017,744,BAIL JUMPING 3,359,OFFENSES AGAINST PUBLIC ADMINI,PL 2155500,M,M,5,73,25-44,M,WHITE HISPANIC,983724,199935,40.71546033,-74.001898881
172493127,12/11/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,69,0,25-44,M,BLACK,1010576,175629,40.648706769,-73.905130941
172503410,12/11/2017,205,"TRESPASS 2, CRIMINAL",352,CRIMINAL TRESPASS,PL 1401500,M,Q,113,0,45-64,M,BLACK,1050056,183941,40.671315943,-73.762776993
172493032,12/11/2017,397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,ROBBERY,PL 1600500,F,B,44,0,45-64,M,BLACK,1006537,244511,40.837781618,-73.919457971
172493042,12/11/2017,397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,ROBBERY,PL 1601503,F,B,41,0,18-24,M,BLACK,1017934,232221,40.804012949,-73.878331833
172493045,12/11/2017,397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,ROBBERY,PL 1601001,F,B,40,0,25-44,M,BLACK,1005041,234533,40.810398494,-73.924895311
172493050,12/11/2017,397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,ROBBERY,PL 1601001,F,B,48,0,18-24,M,WHITE HISPANIC,1011811,246833,40.844139945,-73.900388618
172493176,12/11/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,M,26,0,25-44,M,BLACK,996014,236126,40.814787465,-73.957501965
172493169,12/11/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,M,24,0,25-44,F,BLACK,993373,229301,40.79605784,-73.967052307
172493158,12/11/2017,792,WEAPONS POSSESSION 1 & 2,118,DANGEROUS WEAPONS,PL 2650400,F,M,14,3,25-44,M,ASIAN/PAC.ISL,987078,215157,40.757240531,-73.989793637
172493155,12/11/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,M,25,0,<18,F,BLACK,1001575,232339,40.804384046,-73.937421669
172493128,12/11/2017,259,"MISCHIEF,CRIMINAL     UNCLASSIFIED 4TH DEG",351,CRIMINAL MISCHIEF & RELATED OF,PL 1450001,M,K,81,2,18-24,F,BLACK,1004945,186897,40.679649876,-73.925388672
172493120,12/11/2017,113,"MENACING,UNCLASSIFIED",344,ASSAULT 3 & RELATED OFFENSES,PL 1201401,M,K,79,1,25-44,M,WHITE HISPANIC,998241,187165,40.680398609,-73.949558393
172493028,12/11/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,47,0,18-24,M,BLACK,1026486,262591,40.887332818,-73.847250013
172493035,12/11/2017,113,"MENACING,UNCLASSIFIED",344,ASSAULT 3 & RELATED OFFENSES,PL 1201500,M,B,40,2,18-24,M,BLACK,1007567,238218,40.820506479,-73.915757504
172493046,12/11/2017,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,B,47,0,25-44,M,BLACK,1022884,265132,40.894323557,-73.860262385
172493053,12/11/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,47,0,25-44,M,BLACK,1022884,265132,40.894323557,-73.860262385
172503383,12/11/2017,478,"THEFT OF SERVICES, UNCLASSIFIED",343,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,K,60,1,<18,M,BLACK,988771,153727,40.588628296,-73.983723858
172503372,12/11/2017,113,"MENACING,UNCLASSIFIED",344,ASSAULT 3 & RELATED OFFENSES,PL 1201401,M,B,48,0,<18,M,BLACK,1013878,251857,40.857922634,-73.892895732
172499326,12/11/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,S,123,0,18-24,M,WHITE,930567,137382,40.543603126,-74.19315368
172499325,12/11/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,Q,100,0,45-64,M,BLACK,1040110,154206,40.589768197,-73.798877359
172499322,12/11/2017,681,"CHILD, ENDANGERING WELFARE",233,SEX CRIMES,PL 2601001,M,Q,112,0,<18,M,WHITE HISPANIC,1025420,202485,40.722363687,-73.851473894
172499319,12/11/2017,848,"NY STATE LAWS,UNCLASSIFIED MISDEMEANOR",364,OTHER STATE LAWS (NON PENAL LA,CPL5700600,M,Q,113,3,45-64,M,BLACK,1046315,187088,40.679980738,-73.776233907
172499306,12/11/2017,569,"MARIJUANA, SALE 4 & 5",235,DANGEROUS DRUGS,PL 2214000,M,M,30,69,18-24,M,BLACK HISPANIC,996722,238203,40.820487277,-73.954940334
172497397,12/11/2017,625,"DISORDERLY CONDUCT SUBD 1,2,3,4,5,6,7",572,DISORDERLY CONDUCT,PL 2402005,V,M,17,0,45-64,M,WHITE,992931,212683,40.750446219,-73.968670124
172497377,12/11/2017,639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY &,PL 24030M1,M,K,84,0,25-44,F,BLACK,988897,192615,40.695367447,-73.983243425
172495018,12/11/2017,439,"LARCENY,GRAND FROM OPEN AREAS,",109,GRAND LARCENY,PL 1553501,F,Q,111,0,25-44,M,WHITE,1048681,216305,40.760157187,-73.767423955
172495015,12/11/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,M,17,0,45-64,M,WHITE,990292,212471,40.749866529,-73.97819495
172494999,12/11/2017,113,"MENACING,UNCLASSIFIED",344,ASSAULT 3 & RELATED OFFENSES,PL 1201401,M,B,43,0,25-44,M,WHITE HISPANIC,1017742,239401,40.82372076,-73.878989527
172499323,12/11/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,Q,107,0,<18,M,BLACK,1036750,206999,40.734693507,-73.81056395
172499312,12/11/2017,969,"TRAFFIC,UNCLASSIFIED INFRACTION",881,OTHER TRAFFIC INFRACTION,VTL051101A,V,M,32,0,45-64,M,BLACK,999812,238138,40.820303968,-73.943776371
172499296,12/11/2017,511,"CONTROLLED SUBSTANCE, POSSESSION 7",235,DANGEROUS DRUGS,PL 2200300,M,M,6,0,18-24,M,WHITE,983833,205178,40.729851106,-74.001506013
172499284,12/11/2017,729,"FORGERY,ETC.,UNCLASSIFIED-FELONY",113,FORGERY,PL 1701004,F,K,62,0,25-44,M,WHITE,986480,158167,40.600816077,-73.991970997
172494992,12/11/2017,397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,ROBBERY,PL 1601001,F,B,40,0,<18,M,BLACK,1005041,234533,40.810398494,-73.924895311
172493214,12/11/2017,439,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109,GRAND LARCENY,PL 1553500,F,Q,102,0,45-64,M,BLACK,1031076,193779,40.698439694,-73.831129539
172493209,12/11/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,Q,109,0,18-24,M,BLACK HISPANIC,1030234,215251,40.757379417,-73.834019371
172493207,12/11/2017,244,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107,BURGLARY,PL 1402000,F,Q,102,0,18-24,M,BLACK HISPANIC,1032428,198872,40.712411497,-73.8262173
172493055,12/11/2017,397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,ROBBERY,PL 1601503,F,B,41,0,25-44,M,BLACK,1017934,232221,40.804012949,-73.878331833
172499298,12/11/2017,759,"PUBLIC ADMINISTATION,UNCLASS MISDEMEAN 4",359,OFFENSES AGAINST PUBLIC ADMINI,PL 1950500,M,M,5,72,25-44,M,BLACK,984146,200403,40.716744894,-74.000376613
172499320,12/11/2017,168,SODOMY 1,116,SEX CRIMES,PL 1305001,F,Q,103,0,45-64,M,WHITE HISPANIC,1041749,196938,40.707047475,-73.792611904
172503370,12/11/2017,462,UNAUTHORIZED USE VEHICLE 3,353,UNAUTHORIZED USE OF A VEHICLE,PL 1650503,M,B,43,2,18-24,M,BLACK,1020948,237938,40.819692504,-73.867413756
172493065,12/11/2017,397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,ROBBERY,PL 1601503,F,B,41,0,18-24,M,BLACK,1017934,232221,40.804012949,-73.878331833
172475262,12/11/2017,478,"THEFT OF SERVICES, UNCLASSIFIED",343,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,K,79,1,<18,M,BLACK,998241,187165,40.680398609,-73.949558393
172504678,12/11/2017,397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,ROBBERY,PL 1601503,F,B,41,0,25-44,M,BLACK,1017934,232221,40.804012949,-73.878331833
172476547,12/11/2017,439,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109,GRAND LARCENY,PL 1553001,F,B,45,0,18-24,F,WHITE HISPANIC,1033597,255731,40.868467378,-73.821582846
172479017,12/11/2017,268,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 1450502,F,Q,108,0,25-44,M,WHITE HISPANIC,996967,209876,40.742736825,-73.954108767
172479345,12/11/2017,779,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126,MISCELLANEOUS PENAL LAW,PL 215510B,F,B,47,0,45-64,M,WHITE HISPANIC,1029455,260968,40.882863489,-73.836523255
172479670,12/11/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,S,122,0,<18,M,BLACK,950723,159297,40.603854553,-74.120740894
172480639,12/11/2017,922,"TRAFFIC,UNCLASSIFIED MISDEMEANOR",348,VEHICLE AND TRAFFIC LAWS,VTL0511002,M,B,46,0,25-44,M,WHITE HISPANIC,1009886,250359,40.853823567,-73.907332598
172480646,12/11/2017,175,"SEXUAL ABUSE 3,2",233,SEX CRIMES,PL 13052A2,M,M,5,0,45-64,M,WHITE HISPANIC,984946,200203,40.716195914,-73.997490746
172493029,12/11/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,46,0,25-44,M,WHITE HISPANIC,1005725,249742,40.852141187,-73.922375722
172493030,12/11/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,43,0,25-44,M,BLACK,1020183,239283,40.823387291,-73.87017045
172493075,12/11/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,B,40,0,25-44,M,WHITE HISPANIC,1005041,234533,40.810398494,-73.924895311
172503371,12/11/2017,49,"US CODE,UNCLASSIFIED",995,FOR OTHER AUTHORITIES,FOA9000049,I,B,49,0,25-44,M,BLACK HISPANIC,1028857,246461,40.84304926,-73.838782395
172493077,12/11/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,B,44,0,45-64,M,BLACK,1006537,244511,40.837781618,-73.919457971
172493082,12/11/2017,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,B,52,0,45-64,M,WHITE HISPANIC,1012207,256134,40.869667149,-73.89891858
172493086,12/11/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,B,44,0,25-44,F,BLACK,1006537,244511,40.837781618,-73.919457971
172493124,12/11/2017,203,"TRESPASS 3, CRIMINAL",352,CRIMINAL TRESPASS,PL 1401000,M,K,66,0,18-24,M,WHITE HISPANIC,988135,172776,40.640914173,-73.98600278
172493137,12/11/2017,508,"DRUG PARAPHERNALIA,   POSSESSES OR SELLS 2",235,DANGEROUS DRUGS,PL 2205002,M,K,62,0,25-44,F,WHITE,983431,158677,40.602216166,-74.002950799
172493202,12/11/2017,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,Q,104,0,45-64,M,BLACK HISPANIC,1007471,199160,40.713302686,-73.916239281
172493210,12/11/2017,748,"CONTEMPT,CRIMINAL",359,OFFENSES AGAINST PUBLIC ADMINI,PL 2155003,M,Q,109,0,25-44,M,WHITE HISPANIC,1032084,216954,40.762043893,-73.827329581
172493212,12/11/2017,793,WEAPONS POSSESSION 3,118,DANGEROUS WEAPONS,PL 2650201,F,Q,103,0,25-44,M,WHITE HISPANIC,1042714,197052,40.707354054,-73.78913033
172493213,12/11/2017,792,WEAPONS POSSESSION 1 & 2,118,DANGEROUS WEAPONS,PL 2650303,F,Q,115,3,25-44,M,WHITE,1018623,214936,40.756567585,-73.875931534
172493230,12/11/2017,779,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126,MISCELLANEOUS PENAL LAW,PL 215510B,F,S,121,0,45-64,M,BLACK HISPANIC,942825,166367,40.623226819,-74.149226973
172504683,12/11/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,B,43,0,18-24,M,BLACK,1023380,239329,40.823499964,-73.858618987
172504685,12/11/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,40,2,25-44,F,WHITE HISPANIC,1005947,235372,40.812699137,-73.921619736
172504694,12/11/2017,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,K,68,0,18-24,M,WHITE,977126,165940,40.622148781,-74.025663843
172479668,12/11/2017,439,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109,GRAND LARCENY,PL 1553001,F,K,71,0,45-64,F,BLACK HISPANIC,999005,181250,40.66416202,-73.94681682
172508504,12/11/2017,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,M,33,0,25-44,M,BLACK HISPANIC,999503,243153,40.834069251,-73.944881379
172508509,12/11/2017,567,"MARIJUANA, POSSESSION 4 & 5",235,DANGEROUS DRUGS,PL 2211001,M,Q,110,0,18-24,M,WHITE HISPANIC,1025005,211161,40.746179064,-73.852918518
172508511,12/11/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,106,0,25-44,F,BLACK HISPANIC,1028605,187930,40.682398289,-73.840079369
172508512,12/11/2017,441,"LARCENY,GRAND OF AUTO",110,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,S,120,0,18-24,M,WHITE HISPANIC,950847,171578,40.637563781,-74.120355106
172508696,12/11/2017,269,"MISCHIEF,CRIMINAL,    UNCL 2ND DEG 3RD DEG",121,CRIMINAL MISCHIEF & RELATED OF,PL 1450500,F,B,41,0,18-24,M,WHITE HISPANIC,1013086,236614,40.816087661,-73.895824354
172508714,12/11/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,Q,112,0,25-44,F,BLACK,1022107,205479,40.730596278,-73.863409224
172508715,12/11/2017,744,BAIL JUMPING 3,359,OFFENSES AGAINST PUBLIC ADMINI,PL 2155500,M,Q,101,0,25-44,M,WHITE HISPANIC,1052703,161802,40.610529293,-73.753459474
172508726,12/11/2017,244,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107,BURGLARY,PL 1402000,F,K,88,0,18-24,M,WHITE HISPANIC,994414,192417,40.694819367,-73.963348307
172508932,12/11/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,K,75,0,45-64,M,BLACK,1020754,176733,40.651700904,-73.868446751
172508488,12/11/2017,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200508,F,B,46,0,45-64,M,WHITE HISPANIC,1009262,247613,40.846288402,-73.90959847
172475260,12/11/2017,439,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109,GRAND LARCENY,PL 1553001,F,B,45,0,25-44,F,WHITE HISPANIC,1033597,255731,40.868467378,-73.821582846
172476546,12/11/2017,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200502,F,B,52,0,25-44,M,BLACK,1013734,254081,40.864027324,-73.893406511
172476554,12/11/2017,905,"INTOXICATED DRIVING,ALCOHOL",347,INTOXICATED & IMPAIRED DRIVING,VTL1192U2C,M,K,72,0,45-64,M,BLACK HISPANIC,978240,172123,40.639120639,-74.021656449
172478710,12/11/2017,905,"INTOXICATED DRIVING,ALCOHOL",347,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,Q,114,0,25-44,M,WHITE,1001927,218974,40.767699997,-73.936185375
172479005,12/11/2017,905,"INTOXICATED DRIVING,ALCOHOL",347,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,B,46,0,25-44,M,BLACK HISPANIC,1010896,249840,40.852396077,-73.903683721
172507383,12/11/2017,441,"LARCENY,GRAND OF AUTO",110,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,S,120,0,18-24,M,WHITE,950847,171578,40.637563781,-74.120355106
172506108,12/11/2017,567,"MARIJUANA, POSSESSION 4 & 5",235,DANGEROUS DRUGS,PL 2211001,M,M,34,0,18-24,M,WHITE,1001190,249812,40.852343182,-73.938768215
172506103,12/11/2017,681,"CHILD, ENDANGERING WELFARE",233,SEX CRIMES,PL 2601001,M,M,33,0,25-44,M,BLACK,1001936,245282,40.839908201,-73.936083587
172479008,12/11/2017,905,"INTOXICATED DRIVING,ALCOHOL",347,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,K,75,0,18-24,M,WHITE HISPANIC,1013037,186073,40.677365567,-73.896217701
172504713,12/11/2017,639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY &,PL 24030M1,M,Q,101,0,25-44,M,BLACK,1053650,158969,40.602745951,-73.750077865
172479347,12/11/2017,916,LEAVING SCENE-ACCIDENT-PERSONA,348,VEHICLE AND TRAFFIC LAWS,VTL06000AA,M,K,71,0,65+,M,BLACK HISPANIC,1003742,182918,40.668731148,-73.929737415
172494994,12/11/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,B,52,0,25-44,M,WHITE HISPANIC,1017440,256046,40.869407492,-73.879998313
172495009,12/11/2017,113,"MENACING,UNCLASSIFIED",344,ASSAULT 3 & RELATED OFFENSES,PL 1201500,M,K,79,2,45-64,F,BLACK,1000647,193271,40.697154046,-73.94086896
172499276,12/11/2017,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,B,42,0,25-44,M,WHITE HISPANIC,1008690,238862,40.822271041,-73.91169778
172499324,12/11/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,Q,107,0,45-64,M,BLACK HISPANIC,1034887,200998,40.718233116,-73.817331409
172504684,12/11/2017,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,B,52,0,18-24,F,WHITE,1017085,257207,40.872595407,-73.881276175
172506100,12/11/2017,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200502,F,K,67,0,45-64,F,WHITE,1007082,178668,40.657057857,-73.917711907
172507380,12/11/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,115,0,25-44,F,WHITE HISPANIC,1018623,214936,40.756567585,-73.875931534
172508498,12/11/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,81,0,18-24,F,BLACK,1005312,190540,40.689648211,-73.924054122
172508707,12/11/2017,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200502,F,M,1,0,65+,M,BLACK,984994,203338,40.724800731,-73.997317247
172508720,12/11/2017,782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,47,0,18-24,M,BLACK,1020973,256159,40.869703651,-73.86722365
172493235,12/11/2017,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTE,PL 1252501,F,S,121,0,18-24,M,BLACK,942825,166367,40.623226819,-74.149226973
172494995,12/11/2017,114,OBSTR BREATH/CIRCUL,344,ASSAULT 3 & RELATED OFFENSES,PL 1211100,M,B,44,0,25-44,M,BLACK,1007588,245858,40.841476026,-73.915655054
172495005,12/11/2017,259,"MISCHIEF,CRIMINAL     UNCLASSIFIED 4TH DEG",351,CRIMINAL MISCHIEF & RELATED OF,PL 1450001,M,K,79,0,45-64,F,BLACK,999507,190206,40.688743368,-73.944987081
172497379,12/11/2017,779,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126,MISCELLANEOUS PENAL LAW,PL 2155100,F,K,81,0,25-44,F,BLACK,1001627,189572,40.686999275,-73.937344329
172497380,12/11/2017,397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,ROBBERY,PL 1601001,F,K,73,0,18-24,M,BLACK,1008228,183789,40.671110834,-73.913563363
172497387,12/11/2017,625,"DISORDERLY CONDUCT SUBD 1,2,3,4,5,6,7",572,DISORDERLY CONDUCT,PL 2402005,V,M,17,0,45-64,F,WHITE,992931,212683,40.750446219,-73.968670124
172499273,12/11/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,43,0,65+,M,BLACK HISPANIC,1022831,244452,40.83756353,-73.860573141
172499274,12/11/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,B,52,0,25-44,F,BLACK HISPANIC,1012887,253829,40.863338448,-73.896469785
172499275,12/11/2017,567,"MARIJUANA, POSSESSION 4 & 5",235,DANGEROUS DRUGS,PL 2211001,M,B,48,0,18-24,M,WHITE HISPANIC,1015315,251480,40.856882944,-73.887702706
172504704,12/11/2017,511,"CONTROLLED SUBSTANCE, POSSESSION 7",235,DANGEROUS DRUGS,PL 2200300,M,M,32,2,25-44,F,BLACK,998362,234740,40.810979844,-73.949022325
172504712,12/11/2017,698,"INCOMPETENT PERSON,KNOWINGLY ENDANGERING",120,ENDAN WELFARE INCOMP,PL 26025F0,F,Q,107,0,45-64,M,BLACK,1036628,204948,40.72906475,-73.811020132
172504716,12/11/2017,808,TAX LAW,125,OTHER STATE LAWS (NON PENAL LA,TAX1814C22,F,Q,109,73,25-44,M,ASIAN/PAC.ISL,1031516,208250,40.738156705,-73.829441127
172506090,12/11/2017,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200501,F,B,47,0,18-24,M,WHITE HISPANIC,1026486,262591,40.887332818,-73.847250013
172503413,12/11/2017,779,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126,MISCELLANEOUS PENAL LAW,PL 2155100,F,Q,103,0,18-24,M,BLACK,1049956,197039,40.707267559,-73.763009739
172503386,12/11/2017,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200501,F,K,73,97,25-44,F,BLACK,1010179,186043,40.677292057,-73.906521555
172503402,12/11/2017,223,"BURGLARY,RESIDENCE,NIGHT",107,BURGLARY,PL 1402502,F,M,13,0,25-44,M,BLACK,988972,207813,40.737082284,-73.9829623
172493203,12/11/2017,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200501,F,Q,101,0,25-44,M,BLACK,1053650,158969,40.602745951,-73.750077865
172499281,12/11/2017,244,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107,BURGLARY,PL 1402501,F,K,73,0,25-44,F,BLACK,1008228,183789,40.671110834,-73.913563363
172493180,12/11/2017,244,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107,BURGLARY,PL 1402501,F,M,13,0,45-64,M,BLACK,988972,207813,40.737082284,-73.9829623
